head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
revenue collection,Q58345596,product or material produced,revenue,Q850210,1,revenue collection product or material produced revenue,revenue collection_Q58345596,revenue_Q850210
resource management,Q14431238,has part,utilization,Q69406938,1,resource management has part utilization,resource management_Q14431238,utilization_Q69406938
rural health,Q3473027,has part,health motivators,id-less,1,rural health has part health motivators,rural health_Q3473027,health motivators_id-less
resourc es,id-less,instance of,financial,Q22687,1,resourc es instance of financial,resourc es_id-less,financial_Q22687
resour,Q54872,subclass of,ces,Q291796,1,resour subclass of ces,resour_Q54872,ces_Q291796
resilience,Q219416,subclass of,risk,Q104493,1,resilience subclass of risk,resilience_Q219416,risk_Q104493
resettlements,id-less,has cause,effici ent manner,id-less,1,resettlements has cause effici ent manner,resettlements_id-less,effici ent manner_id-less
research into the situation,id-less,has part,conduc t,id-less,1,research into the situation has part conduc t,research into the situation_id-less,conduc t_id-less
research,Q42240,has part,required,Q774228,1,research has part required,research_Q42240,required_Q774228
research,Q42240,has part,funding,Q6055890,1,research has part funding,research_Q42240,funding_Q6055890
res ettled,id-less,subclass of,communities,Q177634,1,res ettled subclass of communities,res ettled_id-less,communities_Q177634
road passenger,id-less,opposite of,road freight,Q29585624,1,road passenger opposite of road freight,road passenger_id-less,road freight_Q29585624
road proj ects,id-less,has part,environmental assessment,Q80899157,1,road proj ects has part environmental assessment,road proj ects_id-less,environmental assessment_Q80899157
road safety,Q1147899,studies,road traffic,Q4323994,1,road safety studies road traffic,road safety_Q1147899,road traffic_Q4323994
road traffic,Q4323994,studied by,road safety,Q1147899,1,road traffic studied by road safety,road traffic_Q4323994,road safety_Q1147899
rural development,Q3045473,subclass of,development,Q1074523,1,rural development subclass of development,rural development_Q3045473,development_Q1074523
rural develop ment,id-less,subclass of,strategies,Q185451,1,rural develop ment subclass of strategies,rural develop ment_id-less,strategies_Q185451
rural areas,Q175185,subclass of,social services,Q11588306,1,rural areas subclass of social services,rural areas_Q175185,social services_Q11588306
rural areas,Q175185,subclass of,business,Q4830453,1,rural areas subclass of business,rural areas_Q175185,business_Q4830453
rural areas,Q175185,part of,social economic,Q1643441,1,rural areas part of social economic,rural areas_Q175185,social economic_Q1643441
rural areas,Q175185,opposite of,urban bias,Q7900100,1,rural areas opposite of urban bias,rural areas_Q175185,urban bias_Q7900100
rural,Q7380465,opposite of,urban sector,Q3477348,1,rural opposite of urban sector,rural_Q7380465,urban sector_Q3477348
rural,Q7380465,opposite of,urban la nd use,id-less,1,rural opposite of urban la nd use,rural_Q7380465,urban la nd use_id-less
rural,Q7380465,opposite of,urban,Q159313,1,rural opposite of urban,rural_Q7380465,urban_Q159313
rural,Q7380465,has part,urban areas,Q58259934,1,rural has part urban areas,rural_Q7380465,urban areas_Q58259934
rural,Q7380465,has part,towns,Q22108005,1,rural has part towns,rural_Q7380465,towns_Q22108005
rural,Q7380465,has part,developmen,Q213713,1,rural has part developmen,rural_Q7380465,developmen_Q213713
rur al sector,id-less,subclass of,tourism,Q49389,1,rur al sector subclass of tourism,rur al sector_id-less,tourism_Q49389
road transportation legislation,id-less,facet of,road traffic,Q4323994,1,road transportation legislation facet of road traffic,road transportation legislation_id-less,road traffic_Q4323994
road transportation,Q45121324,item operated,vehicles,Q7918612,1,road transportation item operated vehicles,road transportation_Q45121324,vehicles_Q7918612
road transport,Q516739,studied by,data collecti,Q4929239,1,road transport studied by data collecti,road transport_Q516739,data collecti_Q4929239
road transport,Q516739,has part,support fund,id-less,1,road transport has part support fund,road transport_Q516739,support fund_id-less
health pers onnel,id-less,facet of,health institutions,Q60846935,1,health pers onnel facet of health institutions,health pers onnel_id-less,health institutions_Q60846935
generat e efficiency gains,id-less,part of,regional cooperation,Q113623117,1,generat e efficiency gains part of regional cooperation,generat e efficiency gains_id-less,regional cooperation_Q113623117
health infrastructure,Q38449241,has part,syst em,id-less,1,health infrastructure has part syst em,health infrastructure_Q38449241,syst em_id-less
health education,Q60894,facet of,Health for All,Q17041748,1,health education facet of Health for All,health education_Q60894,Health for All_Q17041748
SMI Small and Medium Industry viEXECUTIVE SUMMARY,id-less,country,Cameroon,Q1009,1,SMI Small and Medium Industry viEXECUTIVE SUMMARY country Cameroon,SMI Small and Medium Industry viEXECUTIVE SUMMARY_id-less,Cameroon_Q1009
SECTORAL STRATEGIES,id-less,has part,STRATEGIES,Q185451,1,SECTORAL STRATEGIES has part STRATEGIES,SECTORAL STRATEGIES_id-less,STRATEGIES_Q185451
SADC,Q816706,part of,Common Monetary Area,Q1116201,1,SADC part of Common Monetary Area,SADC_Q816706,Common Monetary Area_Q1116201
S outhern,id-less,continent,Africa,Q15,1,S outhern continent Africa,S outhern_id-less,Africa_Q15
Roads,Q913035,subclass of,Road,Q34442,1,Roads subclass of Road,Roads_Q913035,Road_Q34442
Roads,Q913035,part of,PHYSICAL INFRASTRUCTURE,Q103030622,1,Roads part of PHYSICAL INFRASTRUCTURE,Roads_Q913035,PHYSICAL INFRASTRUCTURE_Q103030622
Retention,Q1939410,part of,Training and Retention,Q36331115,1,Retention part of Training and Retention,Retention_Q1939410,Training and Retention_Q36331115
Research and Development,Q276099,subclass of,Development,Q1074523,1,Research and Development subclass of Development,Research and Development_Q276099,Development_Q1074523
Relations Act,id-less,instance of,Act,Q3258,1,Relations Act instance of Act,Relations Act_id-less,Act_Q3258
Regional Cooperation,Q113623117,subclass of,Cooperation,Q380962,1,Regional Cooperation subclass of Cooperation,Regional Cooperation_Q113623117,Cooperation_Q380962
Reducing poverty to minimal levels,id-less,has part,II.3.1 Reducing poverty to minimal levels,id-less,1,Reducing poverty to minimal levels has part II.3.1 Reducing poverty to minimal levels,Reducing poverty to minimal levels_id-less,II.3.1 Reducing poverty to minimal levels_id-less
Rationale of the vision,id-less,main subject,vision,Q162668,1,Rationale of the vision main subject vision,Rationale of the vision_id-less,vision_Q162668
Rational Land Use,id-less,has part,Tenure,Q7700938,1,Rational Land Use has part Tenure,Rational Land Use_id-less,Tenure_Q7700938
RURAL DEVELOPMENT,Q3045473,part of,AGRICULTURE,Q11451,1,RURAL DEVELOPMENT part of AGRICULTURE,RURAL DEVELOPMENT_Q3045473,AGRICULTURE_Q11451
Public/Private partnerships 43,id-less,number of participants,43,Q282113,1,Public/Private partnerships 43 number of participants 43,Public/Private partnerships 43_id-less,43_Q282113
Public/Civil society partnerships,id-less,has part,5,Q203,1,Public/Civil society partnerships has part 5,Public/Civil society partnerships_id-less,5_Q203
Public/Civil society partnerships,id-less,has part,3,Q201,1,Public/Civil society partnerships has part 3,Public/Civil society partnerships_id-less,3_Q201
Public Services,Q15817798,part of,General Public,Q2388316,1,Public Services part of General Public,Public Services_Q15817798,General Public_Q2388316
Public Sector Management Programme,id-less,has part,ESRA,Q639748,1,Public Sector Management Programme has part ESRA,Public Sector Management Programme_id-less,ESRA_Q639748
SN,Q1041,owner of,L,Q11582,1,SN owner of L,SN_Q1041,L_Q11582
SNL,Q13979,instance of,sector,Q3958441,1,SNL instance of sector,SNL_Q13979,sector_Q3958441
SOCIAL,Q345367,part of,SOCIOLOGICAL,Q63511556,1,SOCIAL part of SOCIOLOGICAL,SOCIAL_Q345367,SOCIOLOGICAL_Q63511556
Space control 10,id-less,point in time,10,Q23806,1,Space control 10 point in time 10,Space control 10_id-less,10_Q23806
Swaziland Environment Authority,Q7654123,country,Swaziland,Q1050,1,Swaziland Environment Authority country Swaziland,Swaziland Environment Authority_Q7654123,Swaziland_Q1050
Swaziland Environment Action Plan,id-less,country,Swaziland,Q1050,1,Swaziland Environment Action Plan country Swaziland,Swaziland Environment Action Plan_id-less,Swaziland_Q1050
Swazila nd Environment Authority,id-less,applies to jurisdiction,Swazila,Q1050,1,Swazila nd Environment Authority applies to jurisdiction Swazila,Swazila nd Environment Authority_id-less,Swazila_Q1050
Swazi l aw,id-less,instance of,custom,Q367293,1,Swazi l aw instance of custom,Swazi l aw_id-less,custom_Q367293
Swazi economy,id-less,instance of,free-enterprise,Q5499812,1,Swazi economy instance of free-enterprise,Swazi economy_id-less,free-enterprise_Q5499812
Swazi Nation Land,Q16919712,instance of,land dispute,Q111704895,1,Swazi Nation Land instance of land dispute,Swazi Nation Land_Q16919712,land dispute_Q111704895
Swazi Bank,id-less,instance of,solvent,Q146505,1,Swazi Bank instance of solvent,Swazi Bank_id-less,solvent_Q146505
Swa zi,id-less,instance of,nation,Q6266,1,Swa zi instance of nation,Swa zi_id-less,nation_Q6266
Southern African Power Pool,Q7569582,instance of,Power Pool,Q7236594,1,Southern African Power Pool instance of Power Pool,Southern African Power Pool_Q7569582,Power Pool_Q7236594
SOCIOLOGICAL,Q63511556,has part,SOCIAL,Q345367,1,SOCIOLOGICAL has part SOCIAL,SOCIOLOGICAL_Q63511556,SOCIAL_Q345367
Social development,Q15765794,has part,41,Q12564,1,Social development has part 41,Social development_Q15765794,41_Q12564
Social Welfare,Q12002092,part of,"Population, Health and Social Welfare",id-less,1,"Social Welfare part of Population, Health and Social Welfare",Social Welfare_Q12002092,"Population, Health and Social Welfare_id-less"
Service Act of 1996,id-less,point in time,1996,Q2070,1,Service Act of 1996 point in time 1996,Service Act of 1996_id-less,1996_Q2070
Selected variables and indicators 58,id-less,has part,Annexe 1,Q100578427,1,Selected variables and indicators 58 has part Annexe 1,Selected variables and indicators 58_id-less,Annexe 1_Q100578427
Sectoral Strategies,id-less,instance of,Strategies,Q185451,1,Sectoral Strategies instance of Strategies,Sectoral Strategies_id-less,Strategies_Q185451
Science,Q336,has part,Technology,Q11016,1,Science has part Technology,Science_Q336,Technology_Q11016
Savings and credit societies,id-less,part of,financial sector,Q57774188,1,Savings and credit societies part of financial sector,Savings and credit societies_id-less,financial sector_Q57774188
STRATEGIES,Q185451,part of,SECTORAL STRATEGIES,id-less,1,STRATEGIES part of SECTORAL STRATEGIES,STRATEGIES_Q185451,SECTORAL STRATEGIES_id-less
Public Sector Management,Q107471270,subclass of,Management,Q2920921,1,Public Sector Management subclass of Management,Public Sector Management_Q107471270,Management_Q2920921
Public Enterpr ise Act,id-less,has part,Enterpr ise Act,id-less,1,Public Enterpr ise Act has part Enterpr ise Act,Public Enterpr ise Act_id-less,Enterpr ise Act_id-less
Promulgate,id-less,applies to jurisdiction,S NL,id-less,1,Promulgate applies to jurisdiction S NL,Promulgate_id-less,S NL_id-less
New Economic Partnership for Africa’s Development,id-less,field of work,Poverty Reduction,Q1824165,1,New Economic Partnership for Africa’s Development field of work Poverty Reduction,New Economic Partnership for Africa’s Development_id-less,Poverty Reduction_Q1824165
PHYSICAL INFRASTRUCTURE,Q103030622,has part,Roads,Q913035,1,PHYSICAL INFRASTRUCTURE has part Roads,PHYSICAL INFRASTRUCTURE_Q103030622,Roads_Q913035
PARTNERSHIP,Q728646,part of,ECONOMY,Q159810,1,PARTNERSHIP part of ECONOMY,PARTNERSHIP_Q728646,ECONOMY_Q159810
PART ONE,Q2054215,has part,ONE,Q199,1,PART ONE has part ONE,PART ONE_Q2054215,ONE_Q199
PART FOUR,Q66474026,part of,FOUR,Q202,1,PART FOUR part of FOUR,PART FOUR_Q66474026,FOUR_Q202
PART FIVE,Q7140109,part of,FIVE,Q203,1,PART FIVE part of FIVE,PART FIVE_Q7140109,FIVE_Q203
ONE,Q199,part of,PART ONE,Q2054215,1,ONE part of PART ONE,ONE_Q199,PART ONE_Q2054215
OBSTACLES 52,id-less,part of,"THREATS, RISK FACTORS AND OBSTACLES 52",id-less,1,"OBSTACLES 52 part of THREATS, RISK FACTORS AND OBSTACLES 52",OBSTACLES 52_id-less,"THREATS, RISK FACTORS AND OBSTACLES 52_id-less"
OBJECTIVES 17,id-less,point in time,17,Q40118,1,OBJECTIVES 17 point in time 17,OBJECTIVES 17_id-less,17_Q40118
National integration,Q100373677,facet of,democratic process,Q97571552,1,National integration facet of democratic process,National integration_Q100373677,democratic process_Q97571552
POTENTIAL RESOURCES 48,id-less,part of,IV,Q202,1,POTENTIAL RESOURCES 48 part of IV,POTENTIAL RESOURCES 48_id-less,IV_Q202
National Water Master Plan,id-less,facet of,negotiations for shared waters,id-less,1,National Water Master Plan facet of negotiations for shared waters,National Water Master Plan_id-less,negotiations for shared waters_id-less
National Development Strategy,id-less,instance of,Development Strategy,Q55983282,1,National Development Strategy instance of Development Strategy,National Development Strategy_id-less,Development Strategy_Q55983282
National Development Strategy,id-less,author,Ministry of Economic Planning,Q16942384,1,National Development Strategy author Ministry of Economic Planning,National Development Strategy_id-less,Ministry of Economic Planning_Q16942384
National Agricultural Research Systems,id-less,subsidiary,NARS,Q18029858,1,National Agricultural Research Systems subsidiary NARS,National Agricultural Research Systems_id-less,NARS_Q18029858
National,Q53247,authority,Government,Q7188,1,National authority Government,National_Q53247,Government_Q7188
Natio n Land,id-less,country,Swazi,Q34014,1,Natio n Land country Swazi,Natio n Land_id-less,Swazi_Q34014
NGOs,Q11788357,part of,public sector,Q294217,1,NGOs part of public sector,NGOs_Q11788357,public sector_Q294217
NGOs,Q11788357,field of work,social welfare,Q12002092,1,NGOs field of work social welfare,NGOs_Q11788357,social welfare_Q12002092
POPULATION,Q33829,facet of,HEALTH,Q12147,1,POPULATION facet of HEALTH,POPULATION_Q33829,HEALTH_Q12147
PRSP,Q7250831,country,Cameroon,Q1009,1,PRSP country Cameroon,PRSP_Q7250831,Cameroon_Q1009
Promotional Initiatives,id-less,part of,Education,Q8434,1,Promotional Initiatives part of Education,Promotional Initiatives_id-less,Education_Q8434
Political participation 11,id-less,point in time,11,Q37136,1,Political participation 11 point in time 11,Political participation 11_id-less,11_Q37136
Productivity,Q2111958,part of,Efficiency,Q1034411,1,Productivity part of Efficiency,Productivity_Q2111958,Efficiency_Q1034411
Preparation process 2,id-less,number of steps,2,Q200,1,Preparation process 2 number of steps 2,Preparation process 2_id-less,2_Q200
Poverty alleviation,Q1824165,facet of,poverty,Q10294,1,Poverty alleviation facet of poverty,Poverty alleviation_Q1824165,poverty_Q10294
"Population, Health and Social Welfare",id-less,has part,Social Welfare,Q12002092,1,"Population, Health and Social Welfare has part Social Welfare","Population, Health and Social Welfare_id-less",Social Welfare_Q12002092
Population explosion,Q47510469,country,Cameroon,Q1009,1,Population explosion country Cameroon,Population explosion_Q47510469,Cameroon_Q1009
Population and Development Act,id-less,part of,nati onal population policy framework,id-less,1,Population and Development Act part of nati onal population policy framework,Population and Development Act_id-less,nati onal population policy framework_id-less
Population Statistics,Q7229821,subclass of,Information,Q11028,1,Population Statistics subclass of Information,Population Statistics_Q7229821,Information_Q11028
Population Growth,Q386191,facet of,Population,Q33829,1,Population Growth facet of Population,Population Growth_Q386191,Population_Q33829
Political and administrative considerations 7,id-less,has part,administrative considerations 7,id-less,1,Political and administrative considerations 7 has part administrative considerations 7,Political and administrative considerations 7_id-less,administrative considerations 7_id-less
PSMP,Q18060920,part of,civil service,Q11771944,1,PSMP part of civil service,PSMP_Q18060920,civil service_Q11771944
Policy,Q1156854,has part,Empowerment,Q868575,1,Policy has part Empowerment,Policy_Q1156854,Empowerment_Q868575
Planning,Q309100,part of,Management,Q2920921,1,Planning part of Management,Planning_Q309100,Management_Q2920921
Planning,Q309100,has part,Co-ordination,Q3550809,1,Planning has part Co-ordination,Planning_Q309100,Co-ordination_Q3550809
Physical Infrastructure,Q103030622,subclass of,Infrastructure,Q121359,1,Physical Infrastructure subclass of Infrastructure,Physical Infrastructure_Q103030622,Infrastructure_Q121359
Participation and Co-ordination,id-less,has part,Co-ordination,Q3550809,1,Participation and Co-ordination has part Co-ordination,Participation and Co-ordination_id-less,Co-ordination_Q3550809
Participation,Q1773152,part of,Education,Q8434,1,Participation part of Education,Participation_Q1773152,Education_Q8434
Paris Declaration,Q2052298,instance of,guideline,Q1151067,1,Paris Declaration instance of guideline,Paris Declaration_Q2052298,guideline_Q1151067
PUBLIC SECTOR MANAGEMENT,Q107471270,instance of,MANAGEMENT,Q2920921,1,PUBLIC SECTOR MANAGEMENT instance of MANAGEMENT,PUBLIC SECTOR MANAGEMENT_Q107471270,MANAGEMENT_Q2920921
Swaziland National Provident,id-less,instance of,contributory schemes su ch,id-less,1,Swaziland National Provident instance of contributory schemes su ch,Swaziland National Provident_id-less,contributory schemes su ch_id-less
Swaziland Stock Market,id-less,instance of,fun ction,id-less,1,Swaziland Stock Market instance of fun ction,Swaziland Stock Market_id-less,fun ction_id-less
Swaziland's good soils,id-less,country,Swaziland,Q1050,1,Swaziland's good soils country Swaziland,Swaziland's good soils_id-less,Swaziland_Q1050
afforestation,Q2384419,said to be the same as,reforestation,Q815818,1,afforestation said to be the same as reforestation,afforestation_Q2384419,reforestation_Q815818
agricultural enterprises,id-less,subclass of,profitability,Q26911,1,agricultural enterprises subclass of profitability,agricultural enterprises_id-less,profitability_Q26911
agricultural development,Q65554733,instance of,areas of strategic thrust,id-less,1,agricultural development instance of areas of strategic thrust,agricultural development_Q65554733,areas of strategic thrust_id-less
agricultural,Q5356428,uses,u se,Q68490281,1,agricultural uses u se,agricultural_Q5356428,u se_Q68490281
agricultural,Q5356428,subclass of,industrial development,Q107526382,1,agricultural subclass of industrial development,agricultural_Q5356428,industrial development_Q107526382
agricultural,Q5356428,subclass of,accessibl e,id-less,1,agricultural subclass of accessibl e,agricultural_Q5356428,accessibl e_id-less
agricultural,Q5356428,practiced by,producer,Q3282637,1,agricultural practiced by producer,agricultural_Q5356428,producer_Q3282637
agricultural,Q5356428,instance of,sector,Q3958441,1,agricultural instance of sector,agricultural_Q5356428,sector_Q3958441
agricultur,Q11451,subclass of,commodity tax,Q113353895,1,agricultur subclass of commodity tax,agricultur_Q11451,commodity tax_Q113353895
affordable prices,id-less,subclass of,prices,Q100397828,1,affordable prices subclass of prices,affordable prices_id-less,prices_Q100397828
agricultural policies,Q37452028,subclass of,policies,Q47011897,1,agricultural policies subclass of policies,agricultural policies_Q37452028,policies_Q47011897
adolescent Health policy,Q78615485,subclass of,policy,Q1156854,1,adolescent Health policy subclass of policy,adolescent Health policy_Q78615485,policy_Q1156854
administrative considerations 7,id-less,part of,Political and administrative considerations 7,id-less,1,administrative considerations 7 part of Political and administrative considerations 7,administrative considerations 7_id-less,Political and administrative considerations 7_id-less
adeq uate,id-less,facet of,tenure,Q7700938,1,adeq uate facet of tenure,adeq uate_id-less,tenure_Q7700938
adapting,Q84520440,part of,technology transfer,Q1061910,1,adapting part of technology transfer,adapting_Q84520440,technology transfer_Q1061910
ad herence,id-less,subclass of,rules,Q1151067,1,ad herence subclass of rules,ad herence_id-less,rules_Q1151067
acute respiratory infections,Q37242300,subclass of,disease,Q12136,1,acute respiratory infections subclass of disease,acute respiratory infections_Q37242300,disease_Q12136
act ivities,id-less,facet of,poverty alleviation,Q1824165,1,act ivities facet of poverty alleviation,act ivities_id-less,poverty alleviation_Q1824165
accounting,Q4116214,part of,especiall y,id-less,1,accounting part of especiall y,accounting_Q4116214,especiall y_id-less
agricultural insurance,Q9429806,subclass of,risk,Q104493,1,agricultural insurance subclass of risk,agricultural insurance_Q9429806,risk_Q104493
agricultural product,Q11827455,has part,ion,Q36496,1,agricultural product has part ion,agricultural product_Q11827455,ion_Q36496
accountabilit y,id-less,facet of,transparency,Q3026325,1,accountabilit y facet of transparency,accountabilit y_id-less,transparency_Q3026325
agro-pastoral,Q59103667,subclass of,forest,Q4421,1,agro-pastoral subclass of forest,agro-pastoral_Q59103667,forest_Q4421
alcohol,Q153,different from,drugs,Q8386,1,alcohol different from drugs,alcohol_Q153,drugs_Q8386
alco hol,Q11073904,subclass of,drug abuse,Q3184856,1,alco hol subclass of drug abuse,alco hol_Q11073904,drug abuse_Q3184856
al leviation,id-less,facet of,poverty,Q10294,1,al leviation facet of poverty,al leviation_id-less,poverty_Q10294
airport,Q1248784,has part,ai rport,id-less,1,airport has part ai rport,airport_Q1248784,ai rport_id-less
airline,Q46970,has part,st atus,id-less,1,airline has part st atus,airline_Q46970,st atus_id-less
ai rport,id-less,part of,airport,Q1248784,1,ai rport part of airport,ai rport_id-less,airport_Q1248784
agro-tourism,id-less,subclass of,eco-tourism,Q5333148,1,agro-tourism subclass of eco-tourism,agro-tourism_id-less,eco-tourism_Q5333148
agro-processing,Q58105891,subclass of,value added,Q1434924,1,agro-processing subclass of value added,agro-processing_Q58105891,value added_Q1434924
agro-based,Q58101421,subclass of,agricultural,Q5356428,1,agro-based subclass of agricultural,agro-based_Q58101421,agricultural_Q5356428
agricultural production,Q56299222,has part,agro-,Q397350,1,agricultural production has part agro-,agricultural production_Q56299222,agro-_Q397350
agro-based,Q58101421,subclass of,agr,Q829903,1,agro-based subclass of agr,agro-based_Q58101421,agr_Q829903
agro-,Q397350,part of,agricultural production,Q56299222,1,agro- part of agricultural production,agro-_Q397350,agricultural production_Q56299222
agro,Q29715311,subclass of,products,Q542929,1,agro subclass of products,agro_Q29715311,products_Q542929
agriculture,Q11451,instance of,industry,Q8148,1,agriculture instance of industry,agriculture_Q11451,industry_Q8148
agriculture,Q11451,has effect,employment,Q656365,1,agriculture has effect employment,agriculture_Q11451,employment_Q656365
agricultural water-works,id-less,subclass of,ma jor,id-less,1,agricultural water-works subclass of ma jor,agricultural water-works_id-less,ma jor_id-less
agricultural revolution,Q6499967,location,rural sector,id-less,1,agricultural revolution location rural sector,agricultural revolution_Q6499967,rural sector_id-less
agricultural research,Q56237415,has part,extension,Q184148,1,agricultural research has part extension,agricultural research_Q56237415,extension_Q184148
accountability,Q2798912,subclass of,performance measures,Q112447334,1,accountability subclass of performance measures,accountability_Q2798912,performance measures_Q112447334
account ability,Q44596686,facet of,productivity,Q2111958,1,account ability facet of productivity,account ability_Q44596686,productivity_Q2111958
"THREATS, RISK FACTORS AND OBSTACLES 52",id-less,has part,OBSTACLES 52,id-less,1,"THREATS, RISK FACTORS AND OBSTACLES 52 has part OBSTACLES 52","THREATS, RISK FACTORS AND OBSTACLES 52_id-less",OBSTACLES 52_id-less
Tinkhundla,Q2280192,instance of,centres,Q68773434,1,Tinkhundla instance of centres,Tinkhundla_Q2280192,centres_Q68773434
Transparency,Q3026325,facet of,culture of transparency,id-less,1,Transparency facet of culture of transparency,Transparency_Q3026325,culture of transparency_id-less
Training and Retention,Q36331115,has part,Retention,Q1939410,1,Training and Retention has part Retention,Training and Retention_Q36331115,Retention_Q1939410
Training,Q216033,part of,Planning,Q309100,1,Training part of Planning,Training_Q216033,Planning_Q309100
Training,Q216033,part of,Education and Training,Q15765924,1,Training part of Education and Training,Training_Q216033,Education and Training_Q15765924
Training,Q216033,part of,Education,Q8434,1,Training part of Education,Training_Q216033,Education_Q8434
Trading Licences Order,id-less,publication date,1975,Q2479,1,Trading Licences Order publication date 1975,Trading Licences Order_id-less,1975_Q2479
Tourist Attractions,Q16711290,facet of,Tourist,Q5633897,1,Tourist Attractions facet of Tourist,Tourist Attractions_Q16711290,Tourist_Q5633897
Tisuka,id-less,sibling,Tibiyo,Q7800466,1,Tisuka sibling Tibiyo,Tisuka_id-less,Tibiyo_Q7800466
Tinkhundla,Q2280192,instance of,cen tres,id-less,1,Tinkhundla instance of cen tres,Tinkhundla_Q2280192,cen tres_id-less
Tunisia,Q948,instance of,emerging country,Q33927642,1,Tunisia instance of emerging country,Tunisia_Q948,emerging country_Q33927642
Tibiyo,Q7800466,sibling,Tisuka,id-less,1,Tibiyo sibling Tisuka,Tibiyo_Q7800466,Tisuka_id-less
The Ministry of Education,Q6517829,parent organization,Ministry of Education,Q697093,1,The Ministry of Education parent organization Ministry of Education,The Ministry of Education_Q6517829,Ministry of Education_Q697093
Tertiary education,Q136822,has part,market driven,Q6770673,1,Tertiary education has part market driven,Tertiary education_Q136822,market driven_Q6770673
Tenure,Q7700938,part of,Rational Land Use,id-less,1,Tenure part of Rational Land Use,Tenure_Q7700938,Rational Land Use_id-less
Tenure,Q7700938,part of,Land Use,Q1165944,1,Tenure part of Land Use,Tenure_Q7700938,Land Use_Q1165944
Technology,Q11016,part of,Science,Q336,1,Technology part of Science,Technology_Q11016,Science_Q336
Technical subjects,id-less,part of,education,Q8434,1,Technical subjects part of education,Technical subjects_id-less,education_Q8434
TRAINING,Q216033,part of,EDUCATION,Q8434,1,TRAINING part of EDUCATION,TRAINING_Q216033,EDUCATION_Q8434
Transparency,Q3026325,subclass of,Information Disclosure,Q67123584,1,Transparency subclass of Information Disclosure,Transparency_Q3026325,Information Disclosure_Q67123584
Urban,Q159313,has part,regional development,Q482379,1,Urban has part regional development,Urban_Q159313,regional development_Q482379
accessible,Q2775009,subclass of,hea lth services,id-less,1,accessible subclass of hea lth services,accessible_Q2775009,hea lth services_id-less
abandoned,Q63065035,subclass of,abus ed,id-less,1,abandoned subclass of abus ed,abandoned_Q63065035,abus ed_id-less
accessible,Q2775009,subclass of,disseminated,Q8277,1,accessible subclass of disseminated,accessible_Q2775009,disseminated_Q8277
access of public transport,id-less,facet of,disabilities,Q5281167,1,access of public transport facet of disabilities,access of public transport_id-less,disabilities_Q5281167
acce ss,id-less,has cause,visual impairment,Q737460,1,acce ss has cause visual impairment,acce ss_id-less,visual impairment_Q737460
ac tion plan,id-less,part of,national biodiversity strategy and ac tion plan,id-less,1,ac tion plan part of national biodiversity strategy and ac tion plan,ac tion plan_id-less,national biodiversity strategy and ac tion plan_id-less
abuse of children,Q70035814,subclass of,hu man rights,id-less,1,abuse of children subclass of hu man rights,abuse of children_Q70035814,hu man rights_id-less
abuse and discrimination,Q30384660,subclass of,legislation,Q820655,1,abuse and discrimination subclass of legislation,abuse and discrimination_Q30384660,legislation_Q820655
abroad,Q106856325,part of,cultural activities,Q1341006,1,abroad part of cultural activities,abroad_Q106856325,cultural activities_Q1341006
abortion,Q8452,has cause,pregnancy,Q11995,1,abortion has cause pregnancy,abortion_Q8452,pregnancy_Q11995
Yaounde,Q3808,twinned administrative body,Douala,Q132830,1,Yaounde twinned administrative body Douala,Yaounde_Q3808,Douala_Q132830
Use,Q1724915,part of,Access and Use,Q34021166,1,Use part of Access and Use,Use_Q1724915,Access and Use_Q34021166
Water Conservation,Q1462136,facet of,Water,Q283,1,Water Conservation facet of Water,Water Conservation_Q1462136,Water_Q283
Water,Q283,part of,water sector,Q96733217,1,Water part of water sector,Water_Q283,water sector_Q96733217
Vocational and Industrial Training Board,Q111032709,parent organization,Directorate of Industrial,id-less,1,Vocational and Industrial Training Board parent organization Directorate of Industrial,Vocational and Industrial Training Board_Q111032709,Directorate of Industrial_id-less
Vocational Training,Q16861871,facet of,opera te,Q111997757,1,Vocational Training facet of opera te,Vocational Training_Q16861871,opera te_Q111997757
Vision for the next 25-30 years,id-less,country,Cameroon,Q1009,1,Vision for the next 25-30 years country Cameroon,Vision for the next 25-30 years_id-less,Cameroon_Q1009
Vision,Q162668,has part,Mission Statement,Q942830,1,Vision has part Mission Statement,Vision_Q162668,Mission Statement_Q942830
V.2,Q9367761,has part,At the social level 55,id-less,1,V.2 has part At the social level 55,V.2_Q9367761,At the social level 55_id-less
V.1,Q580994,part of,INSTITUTIONAL AND POLITICAL LEVEL 53,id-less,1,V.1 part of INSTITUTIONAL AND POLITICAL LEVEL 53,V.1_Q580994,INSTITUTIONAL AND POLITICAL LEVEL 53_id-less
NGOs,Q11788357,field of work,operations,Q3884033,1,NGOs field of work operations,NGOs_Q11788357,operations_Q3884033
NGOs,Q11788357,different from,parastatals,Q98082153,1,NGOs different from parastatals,NGOs_Q11788357,parastatals_Q98082153
NGO,Q79913,subclass of,policy framework,Q107437541,1,NGO subclass of policy framework,NGO_Q79913,policy framework_Q107437541
Consolidating democracy,id-less,has part,national unity,Q2199044,1,Consolidating democracy has part national unity,Consolidating democracy_id-less,national unity_Q2199044
Development Strategy,Q55983282,subclass of,Strategy,Q185451,1,Development Strategy subclass of Strategy,Development Strategy_Q55983282,Strategy_Q185451
